state_ID,year,total_consumption
SC,1969,699204
SC,1968,654373
SC,1967,603092
SC,1966,593446
SC,1965,554319
SC,1964,560524
SC,1963,561023
SC,1962,540137
SC,1961,507093
SC,1960,489216
VT,2018,138524
VT,2017,134028
VT,2016,134800
VT,2015,140301
VT,2014,140039
VT,2013,137147
VT,2012,129223
VT,2011,151413
VT,2010,155576
VT,2009,156687
VT,2008,146384
VT,2007,154815
VT,2006,157716
VT,2005,161183
VT,2004,162653
VT,2003,152335
VT,2002,149732
VT,2001,148858
VT,2000,148507
VT,1999,135030
VT,1998,137295
VT,1997,145799
VT,1996,141121
VT,1995,134056
VT,1994,136875
VT,1993,137459
VT,1992,139627
VT,1991,133727
VT,1990,127389
VT,1989,142529
VT,1988,144630
VT,1987,137510
VT,1986,128263
VT,1985,134538
VT,1984,132836
VT,1983,123272
VT,1982,115117
VT,1981,120672
VT,1980,125793
VT,1979,131782
VT,1978,134455
VT,1977,129325
VT,1976,131790
VT,1975,114356
VT,1974,116837
VT,1973,126434
VT,1972,123917
VT,1971,116968
VT,1970,113222
VT,1969,106584
VT,1968,100490
VT,1967,94557
VT,1966,90907
VT,1965,83090
VT,1964,72070
VT,1963,74605
VT,1962,74781
VT,1961,71941
VT,1960,68554
WI,2018,1892755
WI,2017,1811015
WI,2016,1797172
WI,2015,1812073
WI,2014,1888717
WI,2013,1832506
WI,2012,1737312
WI,2011,1797511
WI,2010,1812059
WI,2009,1764012
WI,2008,1895116
WI,2007,1902606
WI,2006,1867717
WI,2005,1959179
WI,2004,1892938
WI,2003,1868851
WI,2002,1894796
WI,2001,1853341
WI,2000,1878161
WI,1999,1846061
WI,1998,1751166
WI,1997,1771900
WI,1996,1764572
WI,1995,1698061
WI,1994,1633387
WI,1993,1587871
WI,1992,1524772
WI,1991,1527216
WI,1990,1485607
WI,1989,1516590
WI,1988,1510126
WI,1987,1404088
WI,1986,1425549
WI,1985,1501131
WI,1984,1487633
WI,1983,1419852
WI,1982,1404352
WI,1981,1421298
WI,1980,1463981
WI,1979,1468965
WI,1978,1501615
WI,1977,1437713
WI,1976,1372938
WI,1975,1341892
WI,1974,1341660
WI,1973,1354483
WI,1972,1287690
WI,1971,1293197
WI,1970,1289050
WI,1969,1248392
WI,1968,1184174
WI,1967,1137123
WI,1966,1091996
WI,1965,1030533
WI,1964,974857
WI,1963,940067
WI,1962,917963
WI,1961,877011
WI,1960,854308
WV,2018,830812
WV,2017,752369
WV,2016,761497
WV,2015,768163
WV,2014,780675
WV,2013,750915
WV,2012,730491
WV,2011,737915
WV,2010,751123
WV,2009,706207
WV,2008,776230
WV,2007,789826
WV,2006,760310
WV,2005,737053
WV,2004,734849
WV,2003,711812
WV,2002,755537
WV,2001,730823
WV,2000,736985
WV,1999,717413
WV,1998,734561
WV,1997,707259
WV,1996,709036
WV,1995,736423
WV,1994,734061
WV,1993,707438
WV,1992,684688
WV,1991,671304
WV,1990,701782
WV,1989,748561
WV,1988,726601
WV,1987,681320
WV,1986,668346
WV,1985,665396
WV,1984,717840
WV,1983,681588
WV,1982,713139
WV,1981,769650
WV,1980,788175
WV,1979,823762
WV,1978,807745
WV,1977,819746
WV,1976,826694
WV,1975,790364
WV,1974,841728
WV,1973,845774
WV,1972,828980
WV,1971,779534
WV,1970,795739
WV,1969,796648
WV,1968,807461
WV,1967,739838
WV,1966,771519
WV,1965,753923
WV,1964,729022
WV,1963,689629
WV,1962,656276
WV,1961,648667
WV,1960,617977
SD,2018,396661
SD,2017,385327
SD,2016,380699
SD,2015,383735
SD,2014,390731
SD,2013,389287
SD,2012,373714
SD,2011,377877
SD,2010,377260
SD,2009,363091
SD,2008,353531
SD,2007,330884
SD,2006,311156
SD,2005,306348
SD,2004,288818
SD,2003,279620
SD,2002,275235
SD,2001,255811
SD,2000,263270
SD,1999,248864
SD,1998,243915
SD,1997,245398
SD,1996,256639
SD,1995,243598
SD,1994,240112
SD,1993,233039
SD,1992,219688
SD,1991,216736
SD,1990,220217
SD,1989,214315
SD,1988,205416
SD,1987,195204
SD,1986,195032
SD,1985,194819
SD,1984,188704
SD,1983,185488
SD,1982,191238
SD,1981,178760
SD,1980,190687
SD,1979,204965
SD,1978,205651
SD,1977,196832
SD,1976,195374
SD,1975,181948
SD,1974,172589
SD,1973,176823
SD,1972,179190
SD,1971,170183
SD,1970,168792
SD,1969,159805
SD,1968,153321
SD,1967,145670
SD,1966,146362
SD,1965,140065
SD,1964,143784
SD,1963,140408
SD,1962,136645
SD,1961,131556
SD,1960,128835
