state_ID,year,biofuel,biomass,geo,hydro,solar,wind,noncombustible,total
CO,1970,0,0,0,0,0,0,12965,21329
CO,1971,0,0,0,0,0,0,16612,25526
CO,1972,0,0,0,0,0,0,12903,22935
CO,1973,0,0,0,0,0,0,13313,23623
CO,1974,0,0,0,0,0,0,14774,24207
CO,1975,0,0,0,0,0,0,15678,24728
CO,1976,0,0,0,0,0,0,13360,23636
CO,1977,0,0,0,0,0,0,11187,23658
CO,1978,0,0,0,0,0,0,13918,29391
CO,1979,0,0,0,0,0,0,16685,33170
CO,1980,0,0,0,0,0,0,17834,28582
CO,1981,4,23,0,0,0,0,14621,28764
CO,1982,12,76,0,0,0,0,17249,31887
CO,1983,22,143,0,0,0,0,19686,35478
CO,1984,27,170,0,0,0,0,22648,39290
CO,1985,29,183,0,0,0,0,24629,41761
CO,1986,31,193,0,0,0,0,23645,43869
CO,1987,34,211,0,0,0,0,18947,32368
CO,1988,34,212,0,0,0,0,18019,32338
CO,1989,32,199,0,0,0,0,18823,30277
CO,1990,27,167,0,0,0,0,15328,26402
CO,1991,31,195,0,0,0,0,19301,31891
CO,1992,28,174,0,0,0,0,16097,27778
CO,1993,31,189,0,0,0,0,20311,31618
CO,1994,29,175,0,0,0,0,16542,27344
CO,1995,27,165,0,0,0,0,22601,33514
CO,1996,11,66,0,0,0,0,19459,30472
CO,1997,19,114,0,0,0,0,21392,33304
CO,1998,22,132,0,0,0,0,15552,26261
CO,1999,20,120,0,0,0,0,16770,28038
CO,2000,23,141,0,0,0,0,15635,27076
CO,2001,25,151,0,0,0,0,16738,23726
CO,2002,33,202,0,0,0,0,14501,21082
CO,2003,39,232,0,0,0,0,15007,21882
CO,2004,35,206,0,0,0,0,14926,22470
CO,2005,273,1534,0,0,0,0,22724,32984
CO,2006,1782,10346,0,0,0,0,27188,45459
CO,2007,2533,14655,0,0,0,0,30789,54146
CO,2008,2932,17014,0,0,0,0,53354,80070
CO,2009,2974,17164,0,0,0,0,51128,80116
CO,2010,3121,17976,0,0,0,0,51603,82190
CO,2011,3057,17554,0,0,0,0,74367,104147
CO,2012,2895,16564,0,0,0,0,75690,102686
CO,2013,3042,17347,0,0,0,0,86247,116979
CO,2014,3114,17710,0,0,0,0,93711,125648
CO,2015,3042,17239,0,0,0,0,91790,123965
CO,2016,3085,17418,0,0,0,0,114809,147499
CO,2017,3071,17301,0,0,0,0,118027,150632
CO,2018,3056,17198,0,0,0,0,121434,154200
DE,1960,0,0,0,0,0,0,0,4982
DE,1961,0,0,0,0,0,0,0,5101
DE,1962,0,0,0,0,0,0,0,5134
DE,1963,0,0,0,0,0,0,0,5356
DE,1964,0,0,0,0,0,0,0,5510
DE,1965,0,0,0,0,0,0,0,5577
DE,1966,0,0,0,0,0,0,0,5852
DE,1967,0,0,0,0,0,0,0,5783
DE,1968,0,0,0,0,0,0,3,6594
DE,1969,0,0,0,0,0,0,0,7073
DE,1970,0,0,0,0,0,0,0,7021
DE,1971,0,0,0,0,0,0,0,7673
DE,1972,0,0,0,0,0,0,0,8190
DE,1973,0,0,0,0,0,0,0,8483
DE,1974,0,0,0,0,0,0,0,8466
DE,1975,0,0,0,0,0,0,0,7901
DE,1976,0,0,0,0,0,0,0,9607
DE,1977,0,0,0,0,0,0,0,10161
DE,1978,0,0,0,0,0,0,0,10667
DE,1979,0,0,0,0,0,0,0,8729
DE,1980,0,0,0,0,0,0,0,2472
DE,1981,0,0,0,0,0,0,0,2006
DE,1982,0,0,0,0,0,0,0,3170
DE,1983,0,0,0,0,0,0,0,2224
DE,1984,0,0,0,0,0,0,0,2927
DE,1985,0,0,0,0,0,0,0,3019
DE,1986,0,0,0,0,0,0,0,2765
DE,1987,0,0,0,0,0,0,0,2162
DE,1988,0,0,0,0,0,0,0,2310
DE,1989,0,0,0,0,0,0,77,2516
DE,1990,0,0,0,0,0,0,84,1653
DE,1991,0,0,0,0,0,0,88,1734
DE,1992,0,0,0,0,0,0,93,1784
DE,1993,0,0,0,0,0,0,97,2492
DE,1994,0,0,0,0,0,0,92,2422
DE,1995,0,0,0,0,0,0,95,2476
DE,1996,0,0,0,0,0,0,99,2642
DE,1997,0,0,0,0,0,0,102,2203
DE,1998,0,0,0,0,0,0,103,1936
DE,1999,0,0,0,0,0,0,112,2001
DE,2000,0,0,0,0,0,0,109,2290
DE,2001,0,0,0,0,0,0,117,1325
DE,2002,0,0,0,0,0,0,125,1314
DE,2003,0,0,0,0,0,0,155,1401
DE,2004,0,0,0,0,0,0,166,1435
DE,2005,0,0,0,0,0,0,187,955
DE,2006,0,0,0,0,0,0,226,872
DE,2007,0,0,0,0,0,0,291,1531
DE,2008,0,0,0,0,0,0,345,2952
DE,2009,0,0,0,0,0,0,452,3577
DE,2010,0,0,0,0,0,0,564,3838
DE,2011,0,0,0,0,0,0,832,4172
DE,2012,0,0,0,0,0,0,1072,3581
DE,2013,0,0,0,0,0,0,1473,3795
DE,2014,0,0,0,0,0,0,1667,4224
DE,2015,0,0,0,0,0,0,1708,3517
DE,2016,0,0,0,0,0,0,1612,3102
DE,2017,0,0,0,0,0,0,1830,3268
DE,2018,0,0,0,0,0,0,1970,3384
WI,1960,0,0,0,0,0,0,25814,64968
WI,1961,0,0,0,0,0,0,21486,60619
WI,1962,0,0,0,0,0,0,22565,61695
WI,1963,0,0,0,0,0,0,16253,55114
WI,1964,0,0,0,0,0,0,16029,54980
WI,1965,0,0,0,0,0,0,22276,61690
WI,1966,0,0,0,0,0,0,21371,60892
WI,1967,0,0,0,0,0,0,21620,61003
WI,1968,0,0,0,0,0,0,24866,65830
WI,1969,0,0,0,0,0,0,22542,62804
WI,1970,0,0,0,0,0,0,19980,58313
WI,1971,0,0,0,0,0,0,23363,61793
WI,1972,0,0,0,0,0,0,25043,65646
WI,1973,0,0,0,0,0,0,25389,67818
WI,1974,0,0,0,0,0,0,21096,65621
WI,1975,0,0,0,0,0,0,21193,66067
WI,1976,0,0,0,0,0,0,17132,69570
WI,1977,0,0,0,0,0,0,19003,74518
WI,1978,0,0,0,0,0,0,24563,90777
WI,1979,0,0,0,0,0,0,23745,92876
WI,1980,0,0,0,0,0,0,21970,187312
WI,1981,0,0,0,0,0,0,22386,196641
WI,1982,0,0,0,0,0,0,25315,195431
WI,1983,0,0,0,0,0,0,26886,217656
WI,1984,0,0,0,0,0,0,24412,215468
WI,1985,0,0,0,0,0,0,26595,217765
WI,1986,0,0,0,0,0,0,25265,161718
WI,1987,0,0,0,0,0,0,16426,152842
WI,1988,0,0,0,0,0,0,15363,157160
WI,1989,0,0,0,0,0,0,15659,123657
WI,1990,0,0,0,0,0,0,21237,102565
WI,1991,0,0,0,0,0,0,26557,108259
WI,1992,0,0,0,0,0,0,25144,108919
WI,1993,0,0,0,0,0,0,25950,104600
WI,1994,0,0,0,0,0,0,23297,106756
WI,1995,95,583,0,0,0,0,24858,111558
WI,1996,95,581,0,0,0,0,28217,123860
WI,1997,95,578,0,0,0,0,25701,123191
WI,1998,95,576,0,0,0,0,18159,108155
WI,1999,95,576,0,0,0,0,20637,114212
WI,2000,95,575,0,0,0,0,20608,113325
WI,2001,95,574,0,0,0,0,22321,121849
WI,2002,496,2989,0,0,0,0,26386,101548
WI,2003,1832,10963,0,0,0,0,20022,115460
WI,2004,2545,15136,0,0,0,0,21249,108745
WI,2005,4090,24175,0,0,0,0,18720,144880
WI,2006,5009,29429,0,0,0,0,18098,144626
WI,2007,7039,40995,0,0,0,0,16593,150029
WI,2008,11018,63808,0,0,0,0,21374,178497
WI,2009,11193,64544,0,0,0,0,24658,171839
WI,2010,12634,72694,0,0,0,0,32108,208904
WI,2011,12690,72732,0,0,0,0,33307,207867
WI,2012,12199,69648,0,0,0,0,30420,197963
WI,2013,11780,67111,0,0,0,0,34782,204782
WI,2014,13085,74340,0,0,0,0,39977,214934
WI,2015,13061,73906,0,0,0,0,37744,218338
WI,2016,13737,77419,0,0,0,0,40993,219451
WI,2017,13713,77193,0,0,0,0,41165,216737
WI,2018,14571,81904,0,0,0,0,38589,224400
WY,1960,0,0,0,0,0,0,6552,8174
WY,1961,0,0,0,0,0,0,6737,8273
WY,1962,0,0,0,0,0,0,10298,11746
WY,1963,0,0,0,0,0,0,9211,10641
WY,1964,0,0,0,0,0,0,9147,10613
WY,1965,0,0,0,0,0,0,9243,10793
WY,1966,0,0,0,0,0,0,9608,11106
WY,1967,0,0,0,0,0,0,8229,9641
WY,1968,0,0,0,0,0,0,9976,11560
WY,1969,0,0,0,0,0,0,11460,12992
WY,1970,0,0,0,0,0,0,10562,12129
WY,1971,0,0,0,0,0,0,13748,15331
WY,1972,0,0,0,0,0,0,12167,13492
WY,1973,0,0,0,0,0,0,12562,14024
WY,1974,0,0,0,0,0,0,14734,16196
WY,1975,0,0,0,0,0,0,11657,13226
WY,1976,0,0,0,0,0,0,10822,12547
WY,1977,0,0,0,0,0,0,7951,9937
WY,1978,0,0,0,0,0,0,10178,12774
WY,1979,0,0,0,0,0,0,10905,13906
WY,1980,0,0,0,0,0,0,11511,14250
WY,1981,0,0,0,0,0,0,8790,12117
WY,1982,0,0,0,0,0,0,8883,12241
WY,1983,0,0,0,0,0,0,12110,15778
WY,1984,0,0,0,0,0,0,13452,17197
WY,1985,0,0,0,0,0,0,11187,14997
WY,1986,0,0,0,0,0,0,11917,16232
WY,1987,0,0,0,0,0,0,7997,11117
WY,1988,0,0,0,0,0,0,8144,11398
WY,1989,0,0,0,0,0,0,7748,10449
WY,1990,0,0,0,0,0,0,7356,9451
WY,1991,0,0,0,0,0,0,8331,10494
WY,1992,0,0,0,0,0,0,7225,8786
WY,1993,0,0,0,0,0,0,8768,10208
WY,1994,56,344,0,0,0,0,9906,11936
WY,1995,56,345,0,0,0,0,8885,10703
WY,1996,24,147,0,0,0,0,13388,14832
WY,1997,45,270,0,0,0,0,14752,16423
WY,1998,54,330,0,0,0,0,14359,15921
WY,1999,52,316,0,0,0,0,12754,14339
WY,2000,65,391,0,0,0,0,13495,15236
WY,2001,73,440,0,0,0,0,13530,14909
WY,2002,102,616,0,0,0,0,11163,12630
WY,2003,124,740,0,0,0,0,10436,12064
WY,2004,116,687,0,0,0,0,12836,14434
WY,2005,111,657,0,0,0,0,16003,19105
WY,2006,112,658,0,0,0,0,16591,19351
WY,2007,120,700,0,0,0,0,15318,18322
WY,2008,150,868,0,0,0,0,18289,21703
WY,2009,155,893,0,0,0,0,31756,34009
WY,2010,162,935,0,0,0,0,42269,44696
WY,2011,241,1381,0,0,0,0,57374,60191
WY,2012,266,1524,0,0,0,0,50757,53505
WY,2013,280,1596,0,0,0,0,49768,52908
WY,2014,283,1612,0,0,0,0,50848,54028
WY,2015,183,1034,0,0,0,0,43791,49730
WY,2016,0,0,0,0,0,0,50206,54545
WY,2017,0,0,0,0,0,0,50867,55900
WY,2018,0,0,0,0,0,0,46550,51450
ID,1960,0,0,0,0,0,0,66333,77688
ID,1961,0,0,0,0,0,0,59590,70403
ID,1962,0,0,0,0,0,0,63159,73984
ID,1963,0,0,0,0,0,0,62667,73227
ID,1964,0,0,0,0,0,0,65833,76892
ID,1965,0,0,0,0,0,0,69417,79778
ID,1966,0,0,0,0,0,0,71110,81379
ID,1967,0,0,0,0,0,0,71952,82252
ID,1968,0,0,0,0,0,0,70145,80804
ID,1969,0,0,0,0,0,0,65608,76228
ID,1970,0,0,0,0,0,0,74260,85735
ID,1971,0,0,0,0,0,0,78264,89445
ID,1972,0,0,0,0,0,0,81408,92776
ID,1973,0,0,0,0,0,0,86007,97216
ID,1974,0,0,0,0,0,0,101140,111472
ID,1975,0,0,0,0,0,0,106908,118011
ID,1976,0,0,0,0,0,0,107589,121380
ID,1977,0,0,0,0,0,0,70428,85968
ID,1978,0,0,0,0,0,0,102269,119334
ID,1979,0,0,0,0,0,0,94885,113729
ID,1980,0,0,0,0,0,0,98760,113407
ID,1981,0,0,0,0,0,0,99374,115694
ID,1982,0,0,0,0,0,0,121177,137242
ID,1983,0,0,0,0,0,0,134351,152250
ID,1984,64,408,0,0,0,0,137756,156347
ID,1985,119,753,0,0,0,0,113491,132508
ID,1986,126,796,0,0,0,0,126946,146627
ID,1987,138,870,0,0,0,0,84444,101722
ID,1988,139,873,0,0,0,0,69638,87512
ID,1989,132,822,0,0,0,0,98069,124650
ID,1990,111,689,0,0,0,0,95351,119510
ID,1991,130,805,0,0,0,0,91803,116020
ID,1992,116,717,0,0,0,0,69352,95133
ID,1993,117,720,0,0,0,0,100694,126225
ID,1994,143,877,0,0,0,0,82200,106699
ID,1995,135,828,0,0,0,0,113845,139907
ID,1996,55,333,0,0,0,0,137880,164235
ID,1997,95,577,0,0,0,0,150406,179342
ID,1998,110,666,0,0,0,0,132461,160202
ID,1999,100,606,0,0,0,0,139306,167747
ID,2000,118,714,0,0,0,0,113180,141448
ID,2001,128,769,0,0,0,0,76158,105045
ID,2002,171,1029,0,0,0,0,90743,113779
ID,2003,198,1184,0,0,0,0,85900,109553
ID,2004,87,519,0,0,0,0,86152,112379
ID,2005,0,0,0,0,0,0,86946,121084
ID,2006,0,0,0,0,0,0,114719,146507
ID,2007,40,233,0,0,0,0,92427,125621
ID,2008,876,5081,0,0,0,0,96647,133541
ID,2009,293,1693,0,0,0,0,107042,134502
ID,2010,1348,7766,0,0,0,0,95757,133288
ID,2011,1321,7583,0,0,0,0,145129,177643
ID,2012,1181,6758,0,0,0,0,124359,155318
ID,2013,1217,6940,0,0,0,0,106260,139240
ID,2014,1489,8470,0,0,0,0,114610,155423
ID,2015,1359,7700,0,0,0,0,105046,152332
ID,2016,1459,8240,0,0,0,0,109756,150481
ID,2017,1451,8174,0,0,0,0,128436,171013
ID,2018,1444,8125,0,0,0,0,132184,176869
IA,1960,0,0,0,0,0,0,9481,15884
IA,1961,0,0,0,0,0,0,9550,15713
IA,1962,0,0,0,0,0,0,9830,15580
IA,1963,0,0,0,0,0,0,7943,13403
IA,1964,0,0,0,0,0,0,7219,12798
IA,1965,0,0,0,0,0,0,9698,15160
IA,1966,0,0,0,0,0,0,9031,14994
IA,1967,0,0,0,0,0,0,8409,14243
IA,1968,0,0,0,0,0,0,9891,16244
IA,1969,0,0,0,0,0,0,9046,15250
IA,1970,0,0,0,0,0,0,9816,16080
IA,1971,0,0,0,0,0,0,9565,16122
IA,1972,0,0,0,0,0,0,10310,17235
IA,1973,0,0,0,0,0,0,9415,16691
IA,1974,0,0,0,0,0,0,9304,16976
IA,1975,0,0,0,0,0,0,9142,17029
IA,1976,0,0,0,0,0,0,6692,15187
IA,1977,0,0,0,0,0,0,8136,17088
IA,1978,0,0,0,0,0,0,9639,19287
IA,1979,0,0,0,0,0,0,9296,18947
IA,1980,0,0,0,0,0,0,9828,58556
IA,1981,833,5359,0,0,0,0,10260,65235
IA,1982,1012,6484,0,0,0,0,9599,66306
IA,1983,1250,7981,0,0,0,0,9675,72311
IA,1984,1607,10225,0,0,0,0,9587,77577
IA,1985,1607,10189,0,0,0,0,10334,78655
IA,1986,2976,18801,0,0,0,0,9953,107397
IA,1987,4167,26227,0,0,0,0,10115,118754
IA,1988,4167,26133,0,0,0,0,7218,122555
IA,1989,5060,31619,0,0,0,0,7074,91329
IA,1990,5060,31510,0,0,0,0,9175,88502
IA,1991,5655,35090,0,0,0,0,9481,91919
IA,1992,7143,44163,0,0,0,0,10421,100239
IA,1993,8929,55011,0,0,0,0,7790,106281
IA,1994,10095,61972,0,0,0,0,11225,114015
IA,1995,10095,61754,0,0,0,0,10541,113120
IA,1996,10095,61537,0,0,0,0,9906,119723
IA,1997,10095,61319,0,0,0,0,8478,110180
IA,1998,10095,61101,0,0,0,0,9622,107977
IA,1999,10476,63315,0,0,0,0,13331,114185
IA,2000,10476,63232,0,0,0,0,14582,109372
IA,2001,10602,63836,0,0,0,0,14119,105614
IA,2002,10611,63801,0,0,0,0,19350,113940
IA,2003,14419,86180,0,0,0,0,18429,135112
IA,2004,20742,123217,0,0,0,0,20551,174335
IA,2005,26667,157408,0,0,0,0,26719,215149
IA,2006,37143,217586,0,0,0,0,32733,271182
IA,2007,48333,281532,0,0,0,0,37561,342569
IA,2008,58790,340201,0,0,0,0,49206,413336
IA,2009,76024,438134,0,0,0,0,82972,547827
IA,2010,87926,506009,0,0,0,0,99919,634235
IA,2011,91338,523177,0,0,0,0,114434,657394
IA,2012,87087,497027,0,0,0,0,142154,656800
IA,2013,92843,528040,0,0,0,0,157054,704719
IA,2014,97471,552933,0,0,0,0,164982,740893
IA,2015,97090,548885,0,0,0,0,177203,747514
IA,2016,102584,577731,0,0,0,0,195637,793869
IA,2017,104775,588972,0,0,0,0,208620,817464
IA,2018,108817,610748,0,0,0,0,205218,836726
MS,1960,0,0,0,0,0,0,0,46565
MS,1961,0,0,0,0,0,0,0,45532
MS,1962,0,0,0,0,0,0,0,44673
MS,1963,0,0,0,0,0,0,0,39154
MS,1964,0,0,0,0,0,0,0,38448
MS,1965,0,0,0,0,0,0,0,37759
MS,1966,0,0,0,0,0,0,0,37816
MS,1967,0,0,0,0,0,0,0,34261
MS,1968,0,0,0,0,0,0,0,35452
MS,1969,0,0,0,0,0,0,0,34609
MS,1970,0,0,0,0,0,0,0,33527
MS,1971,0,0,0,0,0,0,0,32841
MS,1972,0,0,0,0,0,0,0,32432
MS,1973,0,0,0,0,0,0,0,32195
MS,1974,0,0,0,0,0,0,0,31279
MS,1975,0,0,0,0,0,0,0,31152
MS,1976,0,0,0,0,0,0,0,34819
MS,1977,0,0,0,0,0,0,0,36230
MS,1978,0,0,0,0,0,0,0,37576
MS,1979,0,0,0,0,0,0,0,37510
MS,1980,0,0,0,0,0,0,0,38097
MS,1981,0,0,0,0,0,0,0,41070
MS,1982,0,0,0,0,0,0,0,44643
MS,1983,0,0,0,0,0,0,0,45071
MS,1984,0,0,0,0,0,0,0,50468
MS,1985,0,0,0,0,0,0,0,50892
MS,1986,0,0,0,0,0,0,0,49196
MS,1987,0,0,0,0,0,0,0,45439
MS,1988,0,0,0,0,0,0,0,47412
MS,1989,0,0,0,0,0,0,8,76403
MS,1990,0,0,0,0,0,0,29,84868
MS,1991,0,0,0,0,0,0,38,89510
MS,1992,0,0,0,0,0,0,47,90830
MS,1993,0,0,0,0,0,0,56,92435
MS,1994,0,0,0,0,0,0,111,94862
MS,1995,0,0,0,0,0,0,127,94192
MS,1996,0,0,0,0,0,0,160,85740
MS,1997,0,0,0,0,0,0,179,84291
MS,1998,0,0,0,0,0,0,232,64175
MS,1999,0,0,0,0,0,0,274,65132
MS,2000,0,0,0,0,0,0,274,75389
MS,2001,0,0,0,0,0,0,308,56085
MS,2002,0,0,0,0,0,0,331,49641
MS,2003,0,0,0,0,0,0,421,45346
MS,2004,0,0,0,0,0,0,475,61251
MS,2005,0,0,0,0,0,0,554,62678
MS,2006,28,150,0,0,0,0,590,63223
MS,2007,455,2474,0,0,0,0,630,66060
MS,2008,587,3226,0,0,0,0,686,50044
MS,2009,1647,9385,0,0,0,0,774,55625
MS,2010,1369,7877,0,0,0,0,868,65227
MS,2011,1781,10084,0,0,0,0,1091,68286
MS,2012,1700,9539,0,0,0,0,976,80585
MS,2013,939,5099,0,0,0,0,993,64679
MS,2014,682,3706,0,0,0,0,993,64551
MS,2015,1113,6229,0,0,0,0,988,60737
MS,2016,2769,15327,0,0,0,0,1031,78717
MS,2017,2545,14089,0,0,0,0,1861,74157
MS,2018,2859,15789,0,0,0,0,4039,79815
OR,1960,0,0,0,0,0,0,134134,190489
OR,1961,0,0,0,0,0,0,133046,188915
OR,1962,0,0,0,0,0,0,140560,197646
OR,1963,0,0,0,0,0,0,142933,199225
OR,1964,0,0,0,0,0,0,156986,215793
OR,1965,0,0,0,0,0,0,172561,230410
OR,1966,0,0,0,0,0,0,174133,232649
OR,1967,0,0,0,0,0,0,186321,243110
OR,1968,0,0,0,0,0,0,212612,271743
OR,1969,0,0,0,0,0,0,291449,350230
OR,1970,0,0,0,0,0,0,313901,371350
OR,1971,0,0,0,0,0,0,360068,419311
OR,1972,0,0,0,0,0,0,378605,435930
OR,1973,0,0,0,0,0,0,292446,351043
OR,1974,0,0,0,0,0,0,375956,432867
OR,1975,0,0,0,0,0,0,359650,417387
OR,1976,0,0,0,0,0,0,367033,434370
OR,1977,0,0,0,0,0,0,254455,327769
OR,1978,0,0,0,0,0,0,330634,408647
OR,1979,0,0,0,0,0,0,309204,387287
OR,1980,0,0,0,0,0,0,313951,401129
OR,1981,0,0,0,0,0,0,336166,428803
OR,1982,0,0,0,0,0,0,472761,561110
OR,1983,0,0,0,0,0,0,474208,574196
OR,1984,0,0,0,0,0,0,486873,590527
OR,1985,0,0,0,0,0,0,426032,529624
OR,1986,0,0,0,0,0,0,425898,532746
OR,1987,0,0,0,0,0,0,369450,477093
OR,1988,0,0,0,0,0,0,357979,470568
OR,1989,0,0,0,0,0,0,397155,481678
OR,1990,0,0,0,0,0,0,429695,487410
OR,1991,0,0,0,0,0,0,429557,484638
OR,1992,0,0,0,0,0,0,328825,374214
OR,1993,0,0,0,0,0,0,370550,414153
OR,1994,0,0,0,0,0,0,322942,367996
OR,1995,0,0,0,0,0,0,421282,467164
OR,1996,0,0,0,0,0,0,465336,517451
OR,1997,0,0,0,0,0,0,478021,530595
OR,1998,0,0,0,0,0,0,408202,454349
OR,1999,0,0,0,0,0,0,468912,509832
OR,2000,0,0,0,0,0,0,390894,436666
OR,2001,0,0,0,0,0,0,298415,349949
OR,2002,0,0,0,0,0,0,355459,400635
OR,2003,0,0,0,0,0,0,342730,384479
OR,2004,0,0,0,0,0,0,339149,384623
OR,2005,0,0,0,0,0,0,318536,364066
OR,2006,0,0,0,0,0,0,386545,433011
OR,2007,349,2040,0,0,0,0,346375,396905
OR,2008,1782,10344,0,0,0,0,360746,414463
OR,2009,1383,7981,0,0,0,0,358724,415665
OR,2010,999,5752,0,0,0,0,338897,399550
OR,2011,978,5617,0,0,0,0,460507,518190
OR,2012,950,5433,0,0,0,0,438806,499340
OR,2013,1197,6772,0,0,0,0,391862,464060
OR,2014,1217,6870,0,0,0,0,412496,485233
OR,2015,1217,6843,0,0,0,0,358385,439200
OR,2016,1276,7151,0,0,0,0,391106,468602
OR,2017,1286,7194,0,0,0,0,417837,495609
OR,2018,1300,7262,0,0,0,0,401782,481279
PA,1960,0,0,0,0,0,0,19646,66100
PA,1961,0,0,0,0,0,0,15858,61121
PA,1962,0,0,0,0,0,0,16037,61767
PA,1963,0,0,0,0,0,0,13420,60798
PA,1964,0,0,0,0,0,0,13404,60590
PA,1965,0,0,0,0,0,0,13888,61262
PA,1966,0,0,0,0,0,0,15027,63676
PA,1967,0,0,0,0,0,0,19969,68253
PA,1968,0,0,0,0,0,0,12294,62881
PA,1969,0,0,0,0,0,0,9570,61805
PA,1970,0,0,0,0,0,0,14336,67525
PA,1971,0,0,0,0,0,0,8159,60573
PA,1972,0,0,0,0,0,0,15916,70114
PA,1973,0,0,0,0,0,0,14256,70871
PA,1974,0,0,0,0,0,0,14541,72077
PA,1975,0,0,0,0,0,0,16402,73865
PA,1976,0,0,0,0,0,0,14685,81184
PA,1977,0,0,0,0,0,0,12573,84322
PA,1978,0,0,0,0,0,0,7875,90536
PA,1979,0,0,0,0,0,0,12651,106837
PA,1980,0,0,0,0,0,0,7628,136826
PA,1981,0,0,0,0,0,0,6894,147662
PA,1982,0,0,0,0,0,0,19120,149605
PA,1983,0,0,0,0,0,0,12310,167142
PA,1984,0,0,0,0,0,0,15107,152019
PA,1985,0,0,0,0,0,0,10149,148238
PA,1986,0,0,0,0,0,0,15173,117214
PA,1987,0,0,0,0,0,0,11790,108025
PA,1988,0,0,0,0,0,0,7282,108182
PA,1989,0,0,0,0,0,0,15610,98078
PA,1990,0,0,0,0,0,0,30493,91855
PA,1991,0,0,0,0,0,0,20728,90246
PA,1992,0,0,0,0,0,0,27388,107587
PA,1993,0,0,0,0,0,0,25264,104764
PA,1994,0,0,0,0,0,0,29156,112111
PA,1995,0,0,0,0,0,0,21766,113291
PA,1996,0,0,0,0,0,0,32041,131090
PA,1997,0,0,0,0,0,0,23894,114660
PA,1998,0,0,0,0,0,0,25250,110545
PA,1999,0,0,0,0,0,0,20885,109245
PA,2000,0,0,0,0,0,0,24411,113589
PA,2001,0,1,0,0,0,0,18117,95728
PA,2002,0,1,0,0,0,0,24066,96601
PA,2003,0,2,0,0,0,0,36165,109946
PA,2004,1,3,0,0,0,0,35947,110371
PA,2005,6,32,0,0,0,0,26600,104225
PA,2006,80,435,0,0,0,0,33412,107632
PA,2007,240,1303,0,0,0,0,28586,106474
PA,2008,546,2964,0,0,0,0,34390,117868
PA,2009,494,2682,0,0,0,0,39202,128938
PA,2010,2861,16364,0,0,0,0,44294,160247
PA,2011,3150,17944,0,0,0,0,53426,182625
PA,2012,3318,18763,0,0,0,0,46875,171395
PA,2013,3439,19408,0,0,0,0,61743,201197
PA,2014,3426,19310,0,0,0,0,64888,199603
PA,2015,3269,18387,0,0,0,0,61429,202671
PA,2016,3552,19868,0,0,0,0,60249,197620
PA,2017,3675,20500,0,0,0,0,68703,206497
PA,2018,4168,23162,0,0,0,0,78550,222974
NM,1960,0,0,0,0,0,0,745,7373
NM,1961,0,0,0,0,0,0,553,6937
NM,1962,0,0,0,0,0,0,672,6791
NM,1963,0,0,0,0,0,0,457,6469
NM,1964,0,0,0,0,0,0,99,6300
NM,1965,0,0,0,0,0,0,448,6075
NM,1966,0,0,0,0,0,0,706,6210
NM,1967,0,0,0,0,0,0,367,5678
NM,1968,0,0,0,0,0,0,447,5706
NM,1969,0,0,0,0,0,0,668,5682
NM,1970,0,0,0,0,0,0,690,5548
NM,1971,0,0,0,0,0,0,285,4965
NM,1972,0,0,0,0,0,0,210,4746
NM,1973,0,0,0,0,0,0,675,4896
NM,1974,0,0,0,0,0,0,766,4919
NM,1975,0,0,0,0,0,0,660,6002
NM,1976,0,0,0,0,0,0,790,6781
NM,1977,0,0,0,0,0,0,291,7328
NM,1978,0,0,0,0,0,0,312,7989
NM,1979,0,0,0,0,0,0,702,9922
NM,1980,0,0,0,0,0,0,977,6223
NM,1981,34,221,0,0,0,0,920,7850
NM,1982,115,737,0,0,0,0,821,8425
NM,1983,217,1385,0,0,0,0,933,9739
NM,1984,260,1654,0,0,0,0,979,10332
NM,1985,280,1773,0,0,0,0,1336,10998
NM,1986,297,1874,0,0,0,0,1738,11713
NM,1987,325,2048,0,0,0,0,1711,8882
NM,1988,328,2055,0,0,0,0,1036,8485
NM,1989,310,1936,0,0,0,0,3092,9275
NM,1990,260,1622,0,0,0,0,2827,8336
NM,1991,306,1896,0,0,0,0,3176,9139
NM,1992,273,1687,0,0,0,0,3346,9255
NM,1993,298,1835,0,0,0,0,3741,9667
NM,1994,281,1727,0,0,0,0,2931,8601
NM,1995,266,1625,0,0,0,0,3465,9073
NM,1996,107,653,0,0,0,0,2923,7587
NM,1997,186,1131,0,0,0,0,3361,9025
NM,1998,216,1306,0,0,0,0,3115,8466
NM,1999,196,1187,0,0,0,0,3612,8965
NM,2000,232,1398,0,0,0,0,3373,9203
NM,2001,249,1504,0,0,0,0,3561,8027
NM,2002,334,2010,0,0,0,0,3766,8690
NM,2003,387,2313,0,0,0,0,4427,9554
NM,2004,347,2061,0,0,0,0,7391,12326
NM,2005,472,2790,0,0,0,0,10463,24068
NM,2006,675,3963,0,0,0,0,15290,29385
NM,2007,724,4225,0,0,0,0,17317,32764
NM,2008,531,3083,0,0,0,0,19799,35367
NM,2009,654,3777,0,0,0,0,18266,31001
NM,2010,749,4314,0,0,0,0,20698,34549
NM,2011,734,4213,0,0,0,0,24494,37067
NM,2012,579,3313,0,0,0,0,27538,38061
NM,2013,608,3469,0,0,0,0,26887,39658
NM,2014,571,3247,0,0,0,0,29254,41845
